c_classid;c_instanceid;c_price;c_offers;c_popularity;c_rarity;c_quality;c_heroid;c_slot;c_market_name;c_name_color;c_pop
310777065;0;160;16;127;Ширпотреб;"Немного поношенное";17;Обыч.;"AUG | Наемник (Немного поношенное)";D2D2D2;613
310777067;188530139;80000;5;67;Засекреченное;"Прямо с завода";47;Обыч.;"AWP | Электрический улей (Прямо с завода)";D2D2D2;1195
310777071;0;2997;2;5;Ширпотреб;"Немного поношенное";49;Обыч.;"MAG-7 | Песчаные дюны (Немного поношенное)";D2D2D2;570
310777078;188530139;22700;48;403;Тайное;"После полевых испытаний";49;Обыч.;"Sawed-Off | Кракен (После полевых испытаний)";D2D2D2;1140
310777080;188530139;48000;1;37;Тайное;"Прямо с завода";17;Обыч.;"M4A4 | Рентген (Прямо с завода)";D2D2D2;1315
310777085;0;400;11;156;"Промышленное качество";"Немного поношенное";17;Обыч.;"Galil AR | Смешанный камуфляж (Немного поношенное)";D2D2D2;850
310777092;0;9900;2;4;"Промышленное качество";"После полевых испытаний";47;Обыч.;"G3SG1 | Арктический камуфляж (После полевых испыта";D2D2D2;673
310777099;0;789;12;17;Ширпотреб;"После полевых испытаний";49;Обыч.;"Nova | Грецкий орех (После полевых испытаний)";D2D2D2;1172
310777105;0;100;37;586;Ширпотреб;"После полевых испытаний";17;Обыч.;"AUG | Гроза (После полевых испытаний)";D2D2D2;570
310777109;0;35900;9;37;"Армейское качество";"Немного поношенное";17;Обыч.;"AK-47 | Черный глянец (Немного поношенное)";D2D2D2;1326
310777116;0;2686;4;6;Ширпотреб;"Немного поношенное";19;Обыч.;"Five-SeveN | Наемник (Немного поношенное)";D2D2D2;859
310777118;0;100;445;1209;Ширпотреб;"После полевых испытаний";19;Обыч.;"Tec-9 | Армейская сетка (После полевых испытаний)";D2D2D2;820
310777121;188530139;36900;6;202;Засекреченное;"Немного поношенное";17;Обыч.;"M4A1-S | Страж (Немного поношенное)";D2D2D2;1209
310777124;0;3650;5;8;"Промышленное качество";"После полевых испытаний";75;Обыч.;"Negev | Калифорнийский камуфляж (После полевых исп";D2D2D2;1241
310777129;188530139;7300;2;37;"Армейское качество";"Прямо с завода";17;Обыч.;"FAMAS | Гексан (Прямо с завода)";D2D2D2;1026
310777133;0;100;14;115;Ширпотреб;Поношенное;19;Обыч.;"Dual Berettas | Наемник (Поношенное)";D2D2D2;850
310777135;0;3216;1;3;Ширпотреб;"Немного поношенное";49;Обыч.;"XM1014 | Городская перфорация (Немного поношенное)";D2D2D2;1116
310777137;0;10790;3;2;Запрещенное;Поношенное;19;Обыч.;"Dual Berettas | Подрыв (Поношенное)";D2D2D2;695
310777140;0;9500;14;132;Запрещенное;Поношенное;17;Обыч.;"M4A1-S | Нитро (Поношенное)";D2D2D2;1358
310777142;0;3999;2;4;"Промышленное качество";"После полевых испытаний";17;Обыч.;"SG 553 | Крокодиловая сетка (После полевых испытан";D2D2D2;925
310777143;0;100;22;151;Ширпотреб;"Немного поношенное";19;Обыч.;"Tec-9 | Грунтовая вода (Немного поношенное)";D2D2D2;840
310777146;188530139;78198;12;127;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | Красная линия (Немного поношенное)";D2D2D2;1215
310777152;188530139;11000;2;14;"Армейское качество";"Прямо с завода";49;Обыч.;"MAG-7 | Объемные шестиугольники (Прямо с завода)";D2D2D2;1062
310777155;0;270;5;32;"Промышленное качество";Поношенное;49;Обыч.;"Sawed-Off | Змеиная кожа (Поношенное)";D2D2D2;1000
310777160;188530139;32749;1;0;"Армейское качество";"Прямо с завода";17;Обыч.;"M4A4 | Тусклые полосы (Прямо с завода)";D2D2D2;905
310777161;188530139;6888;2;32;"Армейское качество";"Немного поношенное";17;Обыч.;"SG 553 | Ультрафиолет (Немного поношенное)";D2D2D2;856
310777174;188530139;6099;6;24;"Армейское качество";"Немного поношенное";47;Обыч.;"SCAR-20 | Кровавая паутина (Немного поношенное)";D2D2D2;869
310777179;0;108;32;804;Ширпотреб;"После полевых испытаний";49;Обыч.;"Nova | Песчаные дюны (После полевых испытаний)";D2D2D2;741
310777182;0;180;6;74;Ширпотреб;"Закаленное в боях";19;Обыч.;"P250 | Песчаные дюны (Закаленное в боях)";D2D2D2;944
310777185;0;348;62;264;"Промышленное качество";"После полевых испытаний";17;Обыч.;"M4A4 | Пиксельный камуфляж «Город» (После полевых ";D2D2D2;1043
310777185;302028390;390;64;305;"Промышленное качество";"После полевых испытаний";17;Обыч.;"M4A4 | Пиксельный камуфляж «Город» (После полевых испытаний)";D2D2D2;854
310777186;0;280;31;217;"Промышленное качество";"После полевых испытаний";49;Обыч.;"Sawed-Off | Змеиная кожа (После полевых испытаний)";D2D2D2;821
310777194;0;5000;3;8;Ширпотреб;"Закаленное в боях";3;Обыч.;"UMP-45 | Пиксельный камуфляж «Город» (Закаленное в";D2D2D2;18
310777194;302028390;100;21;67;Ширпотреб;"Закаленное в боях";3;Обыч.;"UMP-45 | Пиксельный камуфляж «Город» (Закаленное в боях)";D2D2D2;800
310777197;0;2000;3;1;Ширпотреб;"Закаленное в боях";3;Обыч.;"ПП-19 Бизон | Песчаная штриховка (Закаленное в боя";D2D2D2;42
310777197;302028390;100;19;76;Ширпотреб;"Закаленное в боях";3;Обыч.;"ПП-19 Бизон | Песчаная штриховка (Закаленное в боях)";D2D2D2;800
310777205;0;1238;4;10;Ширпотреб;"Закаленное в боях";49;Обыч.;"MAG-7 | Песчаные дюны (Закаленное в боях)";D2D2D2;1181
310777209;0;3135;3;2;"Промышленное качество";"После полевых испытаний";49;Обыч.;"Sawed-Off | Мозаика (После полевых испытаний)";D2D2D2;1277
310777215;0;473;52;179;"Промышленное качество";"Прямо с завода";3;Обыч.;"P90 | Ясень (Прямо с завода)";D2D2D2;846
310777216;0;250;13;155;Ширпотреб;"Прямо с завода";19;Обыч.;"Tec-9 | Армейская сетка (Прямо с завода)";D2D2D2;940
310777223;0;1295;2;5;Ширпотреб;"Прямо с завода";17;Обыч.;"AUG | Гроза (Прямо с завода)";D2D2D2;1000
